material,process,energy_use,water_use,waste,transport_km,emissions,end_of_life,impact_score
Steel,Rolling,335.0303844425266,189.49908423536795,49.401490490529476,543.3147799731871,60.657154903084326,Landfill,93.3571083457648
Steel,Extrusion,158.0655284501869,98.80628713747525,7.685547875279923,502.83438295394734,64.35446696499324,Landfill,80.13479918738085
Copper,Rolling,84.13849764889876,126.54816395003446,35.06208314833209,114.41896295706428,11.818701591518739,Landfill,67.4258842006499
Aluminium,Extrusion,107.99587485979215,41.73644975749429,20.811619637110315,660.2123036770511,69.84863601622322,Incinerated,0.5718581360789288
Plastic,Injection Molding,107.6206275309976,198.32203896602553,21.981781131355124,823.8821289942232,27.98350962997531,Incinerated,46.58257532231247
Copper,Casting,118.35621208053246,54.017623262854244,36.16229051725063,386.6158074324867,72.82550008812603,Incinerated,57.1162298622361
Plastic,Casting,112.47222769223455,189.11903708567388,34.92937141489411,777.8557324160741,83.14080546649869,Incinerated,30.40302724479996
Plastic,Injection Molding,338.3936351614466,133.43286330855,49.57154369140723,964.8318873618035,81.37605821748943,Recycled,31.810444690347207
Copper,Casting,131.84603797961518,125.46999102698324,7.291320183252136,211.7287945364122,57.48759190374947,Incinerated,96.11594157101652
Copper,Injection Molding,205.55027749573844,107.41081709313663,6.10137281982415,528.0963348827938,54.41613976952136,Landfill,89.17108652027459
Copper,Injection Molding,453.5547844577053,53.82726422637415,36.492602039308316,294.26657850372976,18.57321632724411,Incinerated,84.91790055017042
Copper,Injection Molding,263.28273811829257,43.54032608104657,29.340958933314045,794.925874843501,78.65788428829788,Recycled,40.60118017061106
Copper,Casting,350.40098233446224,51.89237972333332,14.433872661430488,581.8174322223459,30.783891142437867,Landfill,1.3698550408914545
Plastic,Extrusion,127.54394204073343,45.42326980740836,4.891549080460344,638.2365933748007,52.186065167704925,Incinerated,8.022224645571407
Copper,Injection Molding,136.53005846390187,158.12104997768313,5.197254230225096,799.9350180197351,32.006038828114086,Incinerated,31.219636821760368
Aluminium,Rolling,68.39087731991549,76.52379924167872,44.81535285854179,402.01076793583036,17.713694484970848,Incinerated,1.5742912995676983
Steel,Casting,126.02077838247405,20.99010854704531,10.401498911218402,915.9391677229728,64.80798120471498,Landfill,1.7149781915198115
Copper,Injection Molding,175.36565256438138,194.12949972675415,16.845206543660517,537.6985785736786,10.161543308175863,Landfill,91.6603301642411
Copper,Injection Molding,129.65471792453607,177.91931814305087,12.106163709122413,166.37527460699454,76.121297241989,Recycled,70.61585021190541
Plastic,Rolling,89.91614019067502,186.27293380709045,18.39481898576493,698.9401269871145,35.170745549806085,Landfill,30.895599006815267
Copper,Extrusion,104.28614199527036,199.03248630282272,4.401768294558575,795.3287369338718,5.012795835426106,Landfill,13.264457760095317
Copper,Extrusion,257.3504456147266,43.040097351702585,26.433929754505247,323.5940602968514,53.55726822753683,Incinerated,51.163571789507714
Copper,Extrusion,142.85017328260665,85.28598359150516,4.3130156160185305,858.6074644287654,9.450931310122296,Landfill,0.5346160854364457
Plastic,Injection Molding,213.92143747163396,154.06531038377736,40.217468883295716,907.0818222181088,31.23610799298545,Incinerated,93.8413743858144
Copper,Injection Molding,276.5377718846856,142.24391743022053,12.451892013611218,284.13544250403083,72.16276630829303,Incinerated,41.48151193889472
Steel,Injection Molding,360.67767288321437,39.24022220457246,27.460583815621018,983.6862579880699,10.955514054077257,Landfill,40.233495523733275
Plastic,Casting,67.69046292849453,165.00829374821737,44.12387529051146,149.30441276827082,84.73715677382022,Recycled,39.059360758178215
Steel,Rolling,409.73467950906917,52.64370864896553,32.892991083312516,209.99551171846508,5.362892652565395,Recycled,6.932833038776476
Plastic,Injection Molding,332.5551752709085,52.52534681629839,27.11493154101543,192.38259084564586,28.448267574180715,Landfill,63.83222397918266
Copper,Rolling,86.79156437699235,112.02514034974858,16.892353902653404,895.0498129077918,75.38588533444678,Recycled,73.30036196283534
Steel,Rolling,443.1103808480498,122.6585876199236,17.3170937398517,657.7496268017122,35.045664224284145,Incinerated,67.61253975882903
Plastic,Extrusion,464.3925802393159,120.21637948918412,33.80486080471132,160.58324039005015,14.679776866271284,Incinerated,13.843549332939432
Aluminium,Casting,77.48508193468868,27.382499105573427,49.71282869983721,445.9201841846655,39.22222228604065,Landfill,57.884016803559255
Copper,Injection Molding,174.59494166624168,176.71756389977227,33.43012030261955,619.145044819104,30.687362206529926,Recycled,56.948448417225386
Plastic,Extrusion,412.7905759068776,60.464008091854154,28.33138745113122,92.62944413948946,85.05763070525272,Recycled,86.8410787941382
Aluminium,Extrusion,386.71686067264625,34.60783504373279,36.80187500172306,883.5922047232654,34.7680521705886,Incinerated,37.9127658375647
Plastic,Injection Molding,133.0344587103698,178.86213517510566,23.79507500190219,805.5675000871198,79.94858481872069,Landfill,37.148594365943424
Aluminium,Rolling,144.20719550151964,191.57378466365313,3.9469747874384753,510.1547058408718,89.7278537570198,Recycled,61.85270587181856
Copper,Extrusion,216.7124462561219,173.80424728043562,28.55254397801758,967.4553491065788,46.2126548597703,Landfill,63.3072653499513
Steel,Rolling,268.0353433359596,163.80805419772685,47.92363894076363,423.5833694823487,91.44459866616724,Recycled,46.92852273257904
Aluminium,Casting,328.2146471886332,134.49597632141413,9.589844175525322,984.2692158461329,40.84521512650332,Incinerated,44.30593623304211
Plastic,Rolling,216.01113780639758,114.66290041573647,34.81023965021262,671.2407988155908,96.58744956656028,Incinerated,49.41476706378827
Copper,Casting,258.14062225991654,26.527484383167927,10.845750744293767,638.3245605214021,13.482504829929429,Landfill,86.10452995033118
Aluminium,Rolling,386.36192216019043,87.60611048343276,27.255556539180983,174.29534634282714,70.26683031780806,Incinerated,46.116690125391
Plastic,Extrusion,66.50744130076906,80.81081823233966,5.737146032689261,883.1084807215975,51.91233384340823,Recycled,93.99317919698224
Plastic,Extrusion,163.59662495480933,59.353218914461976,23.068175876651072,433.214791041409,41.82663651828647,Incinerated,50.4003763596326
Plastic,Casting,371.0073136480486,147.44982160083114,38.05200311586706,170.61107172465455,65.10762848111709,Landfill,94.92006931808913
Aluminium,Injection Molding,452.8430769592397,104.21638966496646,18.031004687710123,22.48144477600145,71.86642370526147,Landfill,83.28319018690758
Aluminium,Casting,280.25484895204977,25.398781022453107,33.58067449987368,564.1581268019987,5.4145106167793635,Landfill,36.243132261582915
Aluminium,Casting,289.45106836939203,51.83480837046415,39.97704807869673,532.1256259014496,20.860543430983878,Recycled,86.3641421296616
Steel,Rolling,98.22740510289923,139.81916509532323,46.43171315449318,722.160086145467,72.73937481026027,Recycled,11.006328420111522
Aluminium,Rolling,251.3355650705546,24.464863303157035,12.497462010917223,891.3554724876241,68.30661428992961,Recycled,92.50471753430145
Aluminium,Casting,289.67776990476045,171.72931366926605,20.5664798746561,88.61251879659923,96.77451298722434,Recycled,63.164351508289165
Aluminium,Extrusion,159.11172663562834,104.07784013265513,8.468384653190455,734.1815254369587,77.29859007382439,Recycled,5.439074852231118
Steel,Rolling,171.15945392722142,101.31144969206312,49.63169160576039,195.5378246566064,95.32340723447712,Incinerated,64.42567236508116
Aluminium,Injection Molding,219.77787339708019,122.55747908530834,46.423047428290474,859.5952826255923,71.74134764580666,Recycled,97.42476541447562
Plastic,Rolling,59.03203899997686,166.68938352577834,27.45789938374742,820.8728787230395,33.3149598207471,Recycled,6.9800654614628925
Aluminium,Rolling,194.93562451243022,76.08374950141668,42.25963142444464,545.385817435689,15.009667613831365,Incinerated,55.46877097800863
Plastic,Injection Molding,145.15160314844508,138.82306898622207,26.526940886330067,713.1403706370784,79.27326701776889,Recycled,74.77943497593725
Plastic,Casting,197.3738084800616,117.4890731592003,31.555698712135225,321.2066120519109,66.19417604021201,Landfill,81.02585866995314
Plastic,Injection Molding,103.89295931866305,60.73537133219005,5.367097173684814,476.4562199434865,9.577671177363142,Recycled,41.38274653207959
Steel,Casting,450.7372763329527,176.93969740748003,38.00825060434359,823.420528733367,39.20479426059294,Recycled,20.4166559168243
Steel,Casting,317.1166040993219,161.51094410531633,7.257960698126507,464.67254520148174,95.89598247100719,Landfill,4.234227877238384
Steel,Casting,355.59604361502033,135.10584858510083,41.47731388237389,364.22028267218735,52.538108842469114,Landfill,57.972615709722476
Aluminium,Injection Molding,405.12705737330225,171.61052852790596,39.31937629584891,499.2703227777969,46.10926792187194,Landfill,45.29110702676108
Plastic,Casting,274.2989895180758,174.78589818236244,35.728490189405846,829.9667599128462,48.48146249013293,Landfill,94.8744395149711
Steel,Extrusion,89.11412963934066,144.5889655758566,2.7718586457133436,341.855966897164,24.843858780490553,Recycled,6.060490771490978
Steel,Injection Molding,291.6979438183465,169.0325323890977,15.853289441321103,182.02397720438637,40.02718123215554,Landfill,68.53953434460057
Aluminium,Extrusion,314.0785031093956,142.51957771716388,13.892515925631301,714.8938801274729,40.13225931878178,Landfill,2.496622212005717
Steel,Casting,385.4477633829485,139.22674663445707,18.646683966104437,827.718430581001,9.973726917809877,Incinerated,17.143417671054273
Aluminium,Rolling,244.24679580335572,127.53616186088502,5.294494591428089,109.631103738298,77.91892470920223,Landfill,45.357899992283414
Copper,Casting,107.4111362580037,153.01616151595184,46.91093332852208,247.4753716283853,44.567921030868504,Landfill,45.48724428028682
Steel,Extrusion,177.699157609426,40.134970005684,28.13630979490644,150.55226986338397,83.10708924756021,Incinerated,68.5700542933644
Copper,Extrusion,213.3870333793858,177.3654442477964,15.970691222243154,354.46199746634494,85.78306010639007,Incinerated,91.02130348677566
Aluminium,Injection Molding,340.6627585992205,175.65027027159408,20.452094336639888,455.8474691163585,25.139435196372517,Recycled,63.90321589149208
Plastic,Rolling,306.85023710101035,15.556983776566238,22.912924484736948,751.3380735936734,67.44858080616221,Incinerated,95.35350978515088
Steel,Injection Molding,210.2435266540308,166.9051826073049,30.429122334670247,654.6361090328573,49.86677139548326,Recycled,88.16156398779977
Aluminium,Extrusion,493.93186195684086,34.48527481995458,26.26829195712839,624.7192818036468,88.61489010254108,Incinerated,58.449979553079025
Plastic,Casting,322.5986687105992,73.67258230923696,46.05020668750645,358.85119714355784,25.49536452176314,Incinerated,83.37919509188274
Plastic,Rolling,156.7520562811975,151.26656869540548,25.351210662385682,843.0330775539123,69.39225402945421,Recycled,64.2577610323634
Copper,Casting,95.80211267918168,40.54438024917856,49.61574272634232,476.57429572418295,62.736451614008644,Incinerated,7.8557830923727145
Aluminium,Casting,118.78661263294941,165.41373458262183,42.71982292950969,979.313888635003,33.053640369324114,Recycled,74.05647232595099
Plastic,Rolling,160.68097777302864,168.10549381197097,11.217015203509455,637.8007169127794,17.9770858468614,Incinerated,9.490844126734622
Steel,Injection Molding,122.30661796680005,106.41886941455888,46.599165517551896,135.0020941488577,66.90577724534128,Landfill,59.40827805697124
Steel,Casting,133.9551608230876,11.21331562619838,6.701953496388328,679.4157864546796,75.16675852257141,Incinerated,70.26402058582289
Copper,Extrusion,178.2928259122312,64.53724530323342,41.05503571606839,331.852975277382,34.98459765751825,Recycled,6.652760821085524
Plastic,Casting,128.01811788263967,127.21611449139102,19.650541380352426,689.4639247192365,66.25909738211982,Incinerated,23.079465392653177
Aluminium,Rolling,453.5444410818913,196.42537382521047,44.020741701808404,78.94473668078169,42.53743622309281,Recycled,91.56722322616498
Steel,Rolling,86.10518554773898,130.04457013316699,43.534777815265066,183.1326228041998,72.75465391184868,Recycled,61.631449223289636
Plastic,Rolling,286.0301253066146,59.362680402190364,40.49034460576344,857.1798863167285,23.925451114935044,Landfill,24.628601881053157
Plastic,Injection Molding,234.6785721453477,130.46108358892616,39.71149137904601,234.90776145327973,89.57042525043657,Landfill,69.06797711480066
Copper,Casting,492.0703776088729,112.59722214601254,15.929277815804,838.6707139905106,32.30391166423007,Recycled,59.67764199616896
Steel,Injection Molding,100.41750597562356,158.17062507871728,4.965044869511357,286.48332756986633,39.93966883683453,Incinerated,50.15756999179484
Steel,Injection Molding,229.03501957058373,30.3263213771221,20.746028759492912,646.4530909581206,10.51873544763323,Recycled,97.61869749880837
Aluminium,Rolling,486.261694973916,154.59530147538533,9.502701234338925,697.2090677747327,15.593660170521257,Recycled,68.34537774075089
Steel,Rolling,439.47820665229114,112.84064994846095,35.05260335622062,517.5282056136024,54.00688075767117,Incinerated,37.544110966791266
Aluminium,Injection Molding,417.68243192717597,192.968480733209,17.95888660035149,312.257569929764,30.42130428915729,Incinerated,80.0073432076868
Steel,Casting,166.05627217022294,74.95571154735036,48.80489984213583,220.51793260738515,84.37062144550846,Incinerated,88.45832929211878
Copper,Extrusion,126.89941432552962,130.19815969545016,32.40763178992127,42.857461016801956,6.395871922220615,Incinerated,12.522055951683143
Steel,Injection Molding,350.88944896599395,187.08534004690333,41.30154761808369,310.90693722831656,41.01393462383394,Recycled,20.055297784526648
Aluminium,Casting,468.2191951074136,29.47684831822906,7.4937089643505725,656.6311626259702,37.047826943063804,Recycled,21.62270091277797
Aluminium,Rolling,300.5433018562684,188.07341257492573,43.2387096313585,938.9217702639978,6.836124937172098,Landfill,69.12118093865404
Copper,Rolling,307.22571026145494,140.69828723715455,46.215102335156324,872.4924374404216,16.81499790504847,Recycled,60.30395550532833
Steel,Casting,175.99059214712787,22.88904122998266,24.86603402212786,768.4041287699496,44.29605411727035,Incinerated,61.899156469858816
Steel,Extrusion,396.2718199363716,67.1830777198951,30.706393949797896,790.5628698207657,51.82213552250743,Landfill,94.0773299689501
Copper,Rolling,134.1696868508855,144.5526968426035,38.475680244246774,668.3350544412353,43.407525989212566,Incinerated,77.5911532807306
Steel,Rolling,195.65565638190967,22.796614279066624,9.567092735760214,267.683988990343,55.43907944914891,Recycled,12.793692451178318
Steel,Rolling,241.44639737738754,120.61238743349192,25.62573774670868,908.1230803987715,61.53750911603974,Landfill,34.7507082425181
Aluminium,Casting,278.4246704080048,75.71778082106178,20.53448836084334,674.0249887867757,5.942763007144385,Incinerated,43.53936461757356
Steel,Injection Molding,159.0843795867861,127.97394837582065,8.172325615950207,564.8362246706356,49.089040148082866,Landfill,39.59615887476049
Steel,Rolling,101.67657113264158,18.690986424377442,19.00918669228504,119.87957452134626,96.5324278843209,Landfill,66.93086091618792
Copper,Injection Molding,324.7790190987347,175.5919931689515,4.340443159889185,452.58498836836117,54.30806661230713,Recycled,89.18931032565625
Copper,Extrusion,179.8837489581151,194.9629041437054,2.2647834405248624,465.75468848990704,69.36651540860055,Incinerated,30.6051463522788
Plastic,Rolling,311.5571996401755,194.0867925042814,7.623148168586315,865.9179734274433,34.6270665021039,Landfill,55.18771364211857
Aluminium,Rolling,119.46322187339103,152.4338480311557,48.192640467869516,551.1817379859106,78.52918092451245,Landfill,78.94094219135856
Steel,Extrusion,266.5130458346679,34.71638562482008,27.926947258855833,386.5965434807056,78.42754077823093,Incinerated,41.621805884534936
Steel,Rolling,289.6652446482136,154.0700072265143,48.32528589650778,977.0323252255528,54.5231245271432,Landfill,16.811812839929587
Plastic,Injection Molding,73.3205915700921,14.671514127172287,22.19239603817647,119.61338739305252,97.7213132115253,Landfill,47.49509652637482
Steel,Casting,201.47192518726425,14.203474790509478,16.278990521177718,428.3229440288252,16.927270402452073,Landfill,5.5222520743028465
Aluminium,Injection Molding,110.48660462253841,71.48594163841284,25.80095127917196,51.60442841969124,6.610028164510195,Incinerated,94.23834540022769
Plastic,Casting,78.5187367127455,102.84220617688649,22.536072743012596,742.505079559261,78.16503011692411,Incinerated,7.482120519497304
Aluminium,Casting,495.4821045754754,156.3774093834807,6.177569528825452,918.8957866771591,81.67977604966384,Incinerated,43.84567152505782
Plastic,Injection Molding,195.05923023862533,139.826121555236,32.400489419820104,287.23695625498453,16.419686766454745,Incinerated,52.98812610885262
Plastic,Injection Molding,414.4435006345857,94.72151421158219,11.58587094297038,859.7582600311297,30.230369131067576,Recycled,98.53038322872855
Copper,Injection Molding,164.58829464369373,61.98906659351652,31.35980978999365,299.2960481572788,6.667474519829746,Landfill,16.60218236428608
Aluminium,Injection Molding,356.67622500076817,199.45365502996512,32.859853527509514,911.6624600274761,32.86431802415365,Incinerated,11.443151861235856
Steel,Extrusion,392.10253695035897,90.97444742483486,8.449217803303757,756.4222845608161,78.44847802227379,Landfill,0.8706147062543579
Steel,Rolling,318.0374332735299,95.76353462263835,4.00613172842274,806.8577090730242,54.206250132695,Landfill,15.55714368693023
Aluminium,Casting,262.20928484757127,41.08852602641714,39.25731771735355,27.826490044449955,38.06908135098737,Recycled,20.72729790676676
Steel,Injection Molding,235.32841136627084,161.0138142624866,23.53022076469669,963.1822535032857,40.315233016101374,Incinerated,63.05809415830923
Steel,Injection Molding,206.9907199443479,141.79962289848285,3.8500259797683136,729.40428214962,5.128594442969475,Incinerated,21.97067903914004
Aluminium,Injection Molding,468.28811491152163,51.946226429864474,49.74844954131859,311.703584432272,33.48105011869741,Landfill,2.052081472932521
Plastic,Extrusion,423.7787335044781,25.65239866701011,3.8312474888219654,831.1007182102585,66.4135804556034,Incinerated,82.66183455024887
Aluminium,Injection Molding,484.26210979993067,139.29486739419548,35.05672621406911,288.7059864307806,97.54847216255392,Landfill,36.55957010039668
Plastic,Injection Molding,105.93375056849513,134.3571307134157,49.20026733790726,874.0263011704667,85.47077856347045,Landfill,35.369668658073394
